node_id,x_coord,y_coord
635444052,2642464.65,4578110.89
635445183,2642484.64,4578017.37
635445185,2642501.37,4577947.27
653971361,2642136.31,4576702.53
653971685,2642216.62,4576494.58
653971690,2642150.68,4576591.36
663798587,2641791.12,4577404.71
688786344,2641271.52,4577594.54
767331315,2642513.88,4578101.11
767331320,2642531.96,4578026.79
767331322,2642548.43,4577956.80
790313138,2641078.88,4576316.76
790313141,2641180.31,4576359.17
790322283,2641089.80,4576706.82
790322287,2641054.83,4576714.77
807999400,2641168.65,4576409.87
807999429,2641046.16,4576684.02
807999443,2641253.19,4576474.26
807999459,2641149.47,4576345.33
807999504,2641138.93,4576523.58
807999510,2641858.40,4576377.51
807999512,2641137.35,4576278.24
807999516,2641226.44,4576354.36
807999574,2641109.12,4576247.76
807999627,2641229.72,4576482.07
807999631,2641026.39,4576256.38
807999657,2641204.14,4576248.00
807999675,2641185.69,4576424.63
807999727,2641070.00,4576342.61
807999749,2641153.51,4576694.25
807999772,2640980.23,4576699.57
807999841,2641747.08,4576258.55
807999851,2641060.07,4576744.78
807999871,2641223.97,4576342.62
807999951,2641210.02,4576455.66
807999952,2641018.13,4576502.73
807999960,2641158.61,4576545.01
807999990,2641181.79,4576258.95
807999996,2640996.74,4576763.83
844627879,2641081.03,4577489.89
954712407,2642290.32,4576059.67
954712428,2642252.97,4576011.94
961484809,2641844.82,4578300.25
961530639,2641678.95,4577900.09
961530806,2641648.57,4577913.30
962356608,2641293.53,4577526.29
962356657,2641250.35,4577620.20
962356671,2641276.34,4577502.01
962356674,2641414.12,4577737.05
962356679,2641460.61,4577543.61
962356698,2641330.05,4578021.18
962356738,2641278.67,4577631.49
962356740,2641222.60,4577635.82
962356785,2641255.38,4577613.95
962356840,2641416.11,4577709.20
962356920,2641256.22,4578036.04
962356923,2641247.71,4577608.03
1003125434,2641482.45,4576543.49
1003481221,2641144.75,4577034.69
1172881625,2641312.10,4577929.89
1303525204,2642248.17,4577960.46
1303525230,2642398.87,4578066.01
1303525235,2642337.50,4577913.92
1303525247,2642454.37,4577937.75
1303525313,2642425.17,4578005.48
1303525352,2642547.25,4577601.43
1303525412,2642313.36,4577983.27
1548471279,2642487.52,4577689.09
2318403662,2640945.06,4576923.44
2356036145,2642214.40,4577556.62
2511789008,2642256.68,4576050.57
2878357812,2641888.21,4578288.52
3339821648,2642266.99,4576160.87
3731648988,2641696.55,4577421.32
3879024939,2641305.00,4577655.02
3879024943,2641294.24,4577646.94
4056070360,2641828.10,4578238.20
4456910110,2642515.46,4576803.05
4464395361,2642018.95,4577266.43
4501109280,2640938.65,4577153.47
4506097383,2641030.31,4577903.03
4606062936,2641712.17,4576411.55
5581434215,2641748.37,4578253.90
5581434217,2641768.18,4578266.67
5630810689,2641032.04,4576971.90
5630810692,2641045.46,4576953.41
5630810693,2641125.26,4576937.97
5921003579,2641765.03,4578250.63
6220792258,2642459.54,4576032.31
6220792260,2642484.16,4576218.52
6279842604,2641247.96,4577901.89
6356544245,2641822.37,4577553.04
6356544246,2641725.54,4577572.14
6376633339,2641624.27,4576684.39
6520886260,2642497.45,4578119.18
6693568141,2641019.31,4577444.12
6693647596,2641274.92,4576586.99
6693647611,2641489.72,4576884.84
6910572379,2641751.49,4578270.19
6943632782,2641776.95,4578316.21
7127124359,2641834.83,4576363.24
7214467394,2641234.15,4577084.50
7214467399,2641052.84,4576983.49
7248584892,2640907.84,4577663.56
7384331753,2642239.38,4576040.62
7619625560,2640930.96,4578115.49
7619640486,2640992.34,4577974.91
8207556731,2641776.12,4578311.56
8212395769,2641058.13,4577854.24
8212395770,2641065.24,4577852.65
8253823131,2641206.68,4577583.11
8422046827,2641280.73,4578429.58
8422046830,2641278.01,4578383.49
8422046831,2641279.05,4578400.40
8423777720,2641153.89,4576458.12
8426856005,2641491.20,4576958.20
8446047162,2642215.42,4576896.76
8812084973,2641198.29,4576218.50
8912399917,2640967.83,4578303.70
10134034285,2642177.38,4576956.64
10134034290,2642329.82,4576716.63
10134034294,2642394.59,4576614.62
10174555843,2642212.09,4576636.09
23,2641124.13,4577617.56
24,2641124.13,4577467.56
25,2641124.13,4577317.56
39,2641274.13,4577767.56
40,2641274.13,4577617.56
41,2641274.13,4577467.56
42,2641274.13,4577317.56
43,2641274.13,4577167.56
56,2641424.13,4577767.56
57,2641424.13,4577617.56
58,2641424.13,4577467.56
59,2641424.13,4577317.56
60,2641424.13,4577167.56
61,2641424.13,4577017.56
70,2641574.13,4578217.56
71,2641574.13,4578067.56
72,2641574.13,4577917.56
73,2641574.13,4577767.56
74,2641574.13,4577617.56
75,2641574.13,4577467.56
76,2641574.13,4577317.56
77,2641574.13,4577167.56
78,2641574.13,4577017.56
79,2641574.13,4576867.56
87,2641724.13,4578217.56
88,2641724.13,4578067.56
89,2641724.13,4577917.56
91,2641724.13,4577617.56
92,2641724.13,4577467.56
93,2641724.13,4577317.56
94,2641724.13,4577167.56
95,2641724.13,4577017.56
96,2641724.13,4576867.56
97,2641724.13,4576717.56
104,2641874.13,4578217.56
105,2641874.13,4578067.56
106,2641874.13,4577917.56
109,2641874.13,4577467.56
110,2641874.13,4577317.56
111,2641874.13,4577167.56
112,2641874.13,4577017.56
113,2641874.13,4576867.56
114,2641874.13,4576717.56
121,2642024.13,4578217.56
122,2642024.13,4578067.56
127,2642024.13,4577317.56
128,2642024.13,4577167.56
129,2642024.13,4577017.56
130,2642024.13,4576867.56
132,2642024.13,4576567.56
133,2642024.13,4576417.56
134,2642024.13,4576267.56
138,2642174.13,4578217.56
146,2642174.13,4577017.56
147,2642174.13,4576867.56
148,2642174.13,4576717.56
149,2642174.13,4576567.56
150,2642174.13,4576417.56
151,2642174.13,4576267.56
165,2642324.13,4576717.56
166,2642324.13,4576567.56
167,2642324.13,4576417.56
184,2642474.13,4576417.56
