,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
21927166,11757,Car,533.55,7.879794,37.986005,23.724862,16.255,-0.3753,0.0191,525.0,"(6693568141, 95663375)"
21927346,11757,Car,533.55,7.879794,37.986191,23.725182,12.1184,-0.3852,0.0601,532.2,"(95663375, 844627879)"
21927406,11757,Car,533.55,7.879794,37.986231,23.725248,9.5656,-0.5969,0.0128,534.6,"(95663375, 844627879)"
21927466,11757,Car,533.55,7.879794,37.986261,23.725298,7.6535,-0.1851,0.0804,537.0,"(844627879, 95663418)"
21927646,11757,Car,533.55,7.879794,37.986291,23.725359,0.0001,-0.0001,0.0,544.2,"(844627879, 95663418)"
21927706,11757,Car,533.55,7.879794,37.986291,23.725359,0.0,0.0,0.0,546.6,"(844627879, 95663418)"
21927766,11757,Car,533.55,7.879794,37.986291,23.725359,0.0,0.0,0.0,549.0,"(844627879, 95663418)"
21927946,11757,Car,533.55,7.879794,37.986291,23.725359,0.0,0.0,0.0,556.2,"(844627879, 95663418)"
21928006,11757,Car,533.55,7.879794,37.986291,23.725359,0.0,0.0,0.0,558.6,"(844627879, 95663418)"
21928066,11757,Car,533.55,7.879794,37.986291,23.725359,0.0,0.0,0.0,561.0,"(844627879, 95663418)"
21928246,11757,Car,533.55,7.879794,37.98633,23.725425,14.0807,-0.3544,0.0931,568.2,"(844627879, 95663418)"
21928306,11757,Car,533.55,7.879794,37.986377,23.725512,13.8071,0.0015,-0.0961,570.6,"(844627879, 95663418)"
21928366,11757,Car,533.55,7.879794,37.986428,23.725596,14.393,-0.0984,-0.0695,573.0,"(844627879, 95663418)"
21928546,11757,Car,533.55,7.879794,37.986501,23.725711,0.0,-0.0,-0.0,580.2,"(844627879, 95663418)"
21928606,11757,Car,533.55,7.879794,37.986501,23.725711,0.0,0.0,0.0,582.6,"(844627879, 95663418)"
21928666,11757,Car,533.55,7.879794,37.986502,23.725715,3.6993,1.6682,-0.1138,585.0,"(844627879, 95663418)"
21928846,11757,Car,533.55,7.879794,37.986614,23.725913,13.2148,-0.0395,0.0723,592.2,"(95663418, 95663527)"
21928906,11757,Car,533.55,7.879794,37.986657,23.72599,10.8688,-0.5744,-0.0514,594.6,"(95663418, 95663527)"
21928966,11757,Car,533.55,7.879794,37.986686,23.726037,4.1173,-0.8948,0.0189,597.0,"(95663418, 95663527)"
21929146,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,604.2,"(95663418, 95663527)"
21929206,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,606.6,"(95663418, 95663527)"
21929266,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,609.0,"(95663418, 95663527)"
21929446,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,616.2,"(95663418, 95663527)"
21929506,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,618.6,"(95663418, 95663527)"
21929566,11757,Car,533.55,7.879794,37.98669,23.726044,0.0,0.0,0.0,621.0,"(95663418, 95663527)"
21929746,11757,Car,533.55,7.879794,37.9867,23.726062,7.762,1.3276,-0.0352,628.2,"(95663418, 95663527)"
21929806,11757,Car,533.55,7.879794,37.986748,23.726146,17.5395,0.5468,0.0113,630.6,"(95663418, 95663527)"
