,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
12087348,8542,Motorcycle,1532.68,46.507366,37.975785,23.73571,41.4219,-0.0378,-0.0201,474.76,"(954712428, 250691847)"
12087408,8542,Motorcycle,1532.68,46.507366,37.976036,23.735743,42.0582,-0.6671,0.2881,477.16,"(250691847, 2511789008)"
12087468,8542,Motorcycle,1532.68,46.507366,37.976275,23.735779,40.6522,0.5338,-0.4502,479.56,"(2511789008, 250691827)"
12087588,8542,Motorcycle,1532.68,46.507366,37.976752,23.735831,31.7106,-1.1798,-0.2965,484.36,"(250691827, 3339821648)"
12087648,8542,Motorcycle,1532.68,46.507366,37.976924,23.735826,29.5779,0.7449,-2.3133,486.76,"(3339821648, 250691723)"
12087708,8542,Motorcycle,1532.68,46.507366,37.977103,23.735687,42.5999,1.6719,0.1626,489.16,"(3339821648, 250691723)"
12087768,8542,Motorcycle,1532.68,46.507366,37.97734,23.735476,51.7997,0.5357,-0.258,491.56,"(3339821648, 250691723)"
12087888,8542,Motorcycle,1532.68,46.507366,37.977906,23.734981,63.6344,0.4117,-0.0468,496.36,"(3339821648, 250691723)"
12087948,8542,Motorcycle,1532.68,46.507366,37.978228,23.734708,67.4306,0.5829,-0.1608,498.76,"(250691723, 250691724)"
12088008,8542,Motorcycle,1532.68,46.507366,37.978571,23.734406,72.4813,0.3138,-0.0684,501.16,"(250691723, 250691724)"
12088068,8542,Motorcycle,1532.68,46.507366,37.978925,23.73409,72.4502,0.0171,0.2555,503.56,"(250691724, 250698924)"
12088188,8542,Motorcycle,1532.68,46.507366,37.979597,23.733486,69.0049,0.8034,0.5174,508.36,"(250698924, 250698926)"
12088248,8542,Motorcycle,1532.68,46.507366,37.97994,23.733196,67.004,-0.7526,0.3588,510.76,"(250698924, 250698926)"
12088428,8542,Motorcycle,1532.68,46.507366,37.980858,23.732467,56.3714,0.0689,0.0443,517.96,"(250698924, 250698926)"
12088488,8542,Motorcycle,1532.68,46.507366,37.981143,23.732224,57.8986,0.0421,-0.0602,520.36,"(250698926, 250699982)"
12088548,8542,Motorcycle,1532.68,46.507366,37.981433,23.731967,60.7299,0.5093,0.0179,522.76,"(250699982, 250699983)"
12088728,8542,Motorcycle,1532.68,46.507366,37.982426,23.731108,72.251,0.3956,-0.1538,529.96,"(250699983, 250702474)"
12088788,8542,Motorcycle,1532.68,46.507366,37.98277,23.730806,66.3578,-0.7997,0.0128,532.36,"(250702474, 250700248)"
12088848,8542,Motorcycle,1532.68,46.507366,37.983085,23.730525,62.645,-0.7531,0.1184,534.76,"(250702474, 250700248)"
12089028,8542,Motorcycle,1532.68,46.507366,37.983761,23.729884,32.7502,0.2615,-2.6885,541.96,"(250700248, 250714051)"
12089088,8542,Motorcycle,1532.68,46.507366,37.983815,23.729654,29.2264,0.8757,-0.2482,544.36,"(250700248, 250714051)"
12089148,8542,Motorcycle,1532.68,46.507366,37.983854,23.729395,37.3144,0.4872,0.1708,546.76,"(250700248, 250714051)"
12089328,8542,Motorcycle,1532.68,46.507366,37.983982,23.728671,27.3901,-0.7263,1.3301,553.96,"(250714051, 262236447)"
12089388,8542,Motorcycle,1532.68,46.507366,37.984074,23.728546,17.674,-1.3866,1.1447,556.36,"(250714051, 262236447)"
12089448,8542,Motorcycle,1532.68,46.507366,37.984179,23.728488,24.5732,0.6168,-0.3162,558.76,"(250714051, 262236447)"
12089628,8542,Motorcycle,1532.68,46.507366,37.984411,23.727981,29.103,0.0729,-2.1713,565.96,"(262236447, 250720871)"
12089688,8542,Motorcycle,1532.68,46.507366,37.984323,23.727774,34.4882,0.8161,0.3819,568.36,"(262236447, 250720871)"
12089748,8542,Motorcycle,1532.68,46.507366,37.984232,23.727507,42.8825,1.2953,3.2605,570.76,"(262236447, 250720871)"
12089928,8542,Motorcycle,1532.68,46.507366,37.984376,23.726548,27.8138,-0.3779,-0.3096,577.96,"(250720871, 250720872)"
12089988,8542,Motorcycle,1532.68,46.507366,37.984409,23.726348,27.2893,0.1813,-0.0844,580.36,"(250720871, 250720872)"
12090048,8542,Motorcycle,1532.68,46.507366,37.984436,23.726133,31.1258,0.8344,0.1899,582.76,"(250720871, 250720872)"
12090228,8542,Motorcycle,1532.68,46.507366,37.984574,23.725276,43.0658,0.3108,0.0679,589.96,"(250720872, 250720873)"
12090288,8542,Motorcycle,1532.68,46.507366,37.98463,23.724942,45.8456,-0.3613,-0.1241,592.36,"(250720872, 250720873)"
12090314,8542,Motorcycle,1532.68,46.507366,37.984652,23.724801,42.305,-2.7725,-0.2497,593.4,"(250720873, 250720874)"
