,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
13834616,3664,Car,2006.68,29.481066,37.992559,23.731455,39.7665,-0.042,-0.0459,296.92,"(358465186, 6910572379)"
13834736,3664,Car,2006.68,29.481066,37.992054,23.731327,44.9799,-0.002,-0.0055,301.72,"(6910572379, 5581434215)"
13834916,3664,Car,2006.68,29.481066,37.991245,23.73113,47.1011,-0.4417,0.0594,308.92,"(5581434215, 97788477)"
13835036,3664,Car,2006.68,29.481066,37.9907,23.73099,45.7966,-0.0193,-0.0989,313.72,"(97788477, 97788216)"
13835216,3664,Car,2006.68,29.481066,37.9899,23.730794,44.0744,0.0877,0.0836,320.92,"(97788216, 597677303)"
13835336,3664,Car,2006.68,29.481066,37.989384,23.73067,42.51,0.0746,0.1478,325.72,"(597677303, 961530639)"
13835516,3664,Car,2006.68,29.481066,37.988673,23.730507,41.2087,-0.1759,0.0588,332.92,"(961530639, 97788213)"
13835636,3664,Car,2006.68,29.481066,37.988187,23.730384,44.8325,0.3486,0.2936,337.72,"(97788213, 97788195)"
13835816,3664,Car,2006.68,29.481066,37.987377,23.730187,41.0534,-0.207,-0.131,344.92,"(97788195, 97788192)"
13835936,3664,Car,2006.68,29.481066,37.986924,23.730078,34.8358,-0.146,-0.0847,349.72,"(97788192, 516020524)"
13836116,3664,Car,2006.68,29.481066,37.986316,23.729921,34.3283,0.2472,-0.2595,356.92,"(516020524, 250714052)"
13836236,3664,Car,2006.68,29.481066,37.985842,23.729816,44.0163,-0.0737,0.1562,361.72,"(250714052, 250714050)"
13836416,3664,Car,2006.68,29.481066,37.985079,23.729644,41.3008,-0.1656,0.0263,368.92,"(250714050, 250714051)"
13836536,3664,Car,2006.68,29.481066,37.984675,23.72954,23.6516,-1.3624,-0.4103,373.72,"(250714050, 250714051)"
13836716,3664,Car,2006.68,29.481066,37.984386,23.729477,9.2281,-0.7193,0.0218,380.92,"(250714050, 250714051)"
13836836,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,-0.0,0.0,385.72,"(250714050, 250714051)"
13837016,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,0.0,0.0,392.92,"(250714050, 250714051)"
13837136,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,0.0,0.0,397.72,"(250714050, 250714051)"
13837316,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,0.0,0.0,404.92,"(250714050, 250714051)"
13837436,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,0.0,0.0,409.72,"(250714050, 250714051)"
13837616,3664,Car,2006.68,29.481066,37.984359,23.729471,0.0,0.0,0.0,416.92,"(250714050, 250714051)"
13837736,3664,Car,2006.68,29.481066,37.984357,23.729469,2.3556,0.9229,-0.2463,421.72,"(250714050, 250714051)"
13837916,3664,Car,2006.68,29.481066,37.98412,23.729412,24.8411,0.5966,-0.1905,428.92,"(250714050, 250714051)"
13838036,3664,Car,2006.68,29.481066,37.983795,23.729357,35.6249,1.0476,-0.2991,433.72,"(250714051, 250700142)"
13838216,3664,Car,2006.68,29.481066,37.983078,23.729205,34.0246,-1.3281,-0.7085,440.92,"(250714051, 250700142)"
13838336,3664,Car,2006.68,29.481066,37.982745,23.729315,24.1517,-0.1853,0.1105,445.72,"(250700142, 250700344)"
13838516,3664,Car,2006.68,29.481066,37.982338,23.729675,23.3133,1.7203,-0.7023,452.92,"(250700344, 250691664)"
13838636,3664,Car,2006.68,29.481066,37.982142,23.729848,15.2964,-0.047,-0.3514,457.72,"(250700344, 250691664)"
13838816,3664,Car,2006.68,29.481066,37.98195,23.730012,13.7355,0.2396,0.4228,464.92,"(250700344, 250691664)"
13838936,3664,Car,2006.68,29.481066,37.981834,23.730104,6.0347,0.0903,-0.0067,469.72,"(250700344, 250691664)"
13839116,3664,Car,2006.68,29.481066,37.981572,23.730333,32.5941,1.2032,0.1956,476.92,"(250691664, 250691665)"
13839236,3664,Car,2006.68,29.481066,37.981171,23.730669,40.9582,-0.0877,-0.277,481.72,"(250691664, 250691665)"
13839416,3664,Car,2006.68,29.481066,37.980529,23.731215,45.1963,0.5964,0.1894,488.92,"(250691665, 250691666)"
13839536,3664,Car,2006.68,29.481066,37.980057,23.731604,50.6248,1.3808,0.1399,493.72,"(250691666, 250709582)"
13839716,3664,Car,2006.68,29.481066,37.979257,23.732268,57.2418,0.6801,0.1005,500.92,"(250709582, 250691668)"
13839836,3664,Car,2006.68,29.481066,37.978713,23.732731,45.602,-2.1478,0.2133,505.72,"(250691668, 250691669)"
13840076,3664,Car,2006.68,29.481066,37.977802,23.733501,32.4576,-1.9606,-0.4992,515.32,"(250691669, 250691670)"
13840136,3664,Car,2006.68,29.481066,37.977664,23.733617,23.4072,-1.1258,-0.606,517.72,"(250691669, 250691670)"
13840376,3664,Car,2006.68,29.481066,37.976984,23.734181,35.5539,-1.9377,-0.3358,527.32,"(250691670, 42240105)"
13840436,3664,Car,2006.68,29.481066,37.976821,23.734318,29.4228,-0.8051,0.0135,529.72,"(250691670, 42240105)"
13840676,3664,Car,2006.68,29.481066,37.976183,23.734358,38.5621,0.3305,1.2371,539.32,"(250691670, 42240105)"
13840736,3664,Car,2006.68,29.481066,37.975978,23.734216,40.1322,0.2997,-0.2994,541.72,"(42240105, 250691272)"
13840742,3664,Car,2006.68,29.481066,37.975957,23.734201,40.289,0.0729,-0.2026,541.96,"(42240105, 250691272)"
