,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
12344055,3239,Car,99.16,27.042356,37.975673,23.735801,43.4719,0.2131,0.0068,251.56,"(954712428, 250691847)"
12344115,3239,Car,99.16,27.042356,37.975921,23.73585,37.7884,-1.6327,1.5435,253.96,"(250691847, 954712407)"
12344175,3239,Car,99.16,27.042356,37.976083,23.735958,25.7857,-1.0821,2.4192,256.36,"(250691847, 954712407)"
12344295,3239,Car,99.16,27.042356,37.976104,23.736277,22.1845,-0.2379,0.0359,261.16,"(954712407, 6220792258)"
12344355,3239,Car,99.16,27.042356,37.976086,23.736435,20.396,0.5784,-0.2272,263.56,"(954712407, 6220792258)"
12344385,3239,Car,99.16,27.042356,37.976077,23.736522,25.1068,0.8841,-0.2545,264.76,"(954712407, 6220792258)"
