,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
19284751,5272,Motorcycle,150.24,6.777724,37.984644,23.726888,21.98,0.0323,-0.1307,480.4,"(95663386, 250720871)"
19284811,5272,Motorcycle,150.24,6.777724,37.984526,23.726853,16.4447,-1.1043,0.0932,482.8,"(95663386, 250720871)"
19284871,5272,Motorcycle,150.24,6.777724,37.984452,23.726835,9.5468,-0.9426,0.0424,485.2,"(95663386, 250720871)"
19284931,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.8697,-1.3104,-0.0084,487.6,"(95663386, 250720871)"
19284991,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,-0.0,490.0,"(95663386, 250720871)"
19285051,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,492.4,"(95663386, 250720871)"
19285111,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,494.8,"(95663386, 250720871)"
19285171,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,497.2,"(95663386, 250720871)"
19285231,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,499.6,"(95663386, 250720871)"
19285291,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,502.0,"(95663386, 250720871)"
19285351,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,504.4,"(95663386, 250720871)"
19285411,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,506.8,"(95663386, 250720871)"
19285471,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,509.2,"(95663386, 250720871)"
19285531,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,511.6,"(95663386, 250720871)"
19285591,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,514.0,"(95663386, 250720871)"
19285651,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,516.4,"(95663386, 250720871)"
19285771,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,521.2,"(95663386, 250720871)"
19285831,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,523.6,"(95663386, 250720871)"
19285891,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,526.0,"(95663386, 250720871)"
19285951,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,528.4,"(95663386, 250720871)"
19286071,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,0.0,533.2,"(95663386, 250720871)"
19286131,5272,Motorcycle,150.24,6.777724,37.984417,23.726828,0.0,0.0,-0.0,535.6,"(95663386, 250720871)"
19286191,5272,Motorcycle,150.24,6.777724,37.984413,23.726827,5.2614,2.2163,-0.0703,538.0,"(95663386, 250720871)"
19286251,5272,Motorcycle,150.24,6.777724,37.984336,23.726806,19.4732,1.0721,0.1513,540.4,"(95663386, 250720871)"
19286371,5272,Motorcycle,150.24,6.777724,37.984052,23.72673,27.2083,-0.7092,-0.3847,545.2,"(250720871, 7214467394)"
19286431,5272,Motorcycle,150.24,6.777724,37.983906,23.726691,23.3441,-0.5079,0.0401,547.6,"(250720871, 7214467394)"
19286491,5272,Motorcycle,150.24,6.777724,37.983774,23.726657,22.3958,-0.7767,0.016,550.0,"(250720871, 7214467394)"
19286551,5272,Motorcycle,150.24,6.777724,37.983662,23.726635,18.7659,-0.0268,-0.29,552.4,"(250720871, 7214467394)"
19286671,5272,Motorcycle,150.24,6.777724,37.983452,23.726604,17.4013,0.1623,-0.0377,557.2,"(250720871, 7214467394)"
19286731,5272,Motorcycle,150.24,6.777724,37.983344,23.726577,19.599,0.3037,0.0583,559.6,"(7214467394, 97846089)"
19286746,5272,Motorcycle,150.24,6.777724,37.983314,23.726569,20.0408,0.0633,0.0309,560.2,"(7214467394, 97846089)"
