,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
959524,257,Car,247.3,15.349684,37.991797,23.73163,0.0,0.0,0.0,0.0,"(516020362, 5581434217)"
959584,257,Car,247.3,15.349684,37.991797,23.73163,0.0,0.0,0.0,2.4,"(516020362, 5581434217)"
959644,257,Car,247.3,15.349684,37.991797,23.73163,0.0,0.0,0.0,4.8,"(516020362, 5581434217)"
959704,257,Car,247.3,15.349684,37.991797,23.73163,0.0,0.0,0.0,7.2,"(516020362, 5581434217)"
959764,257,Car,247.3,15.349684,37.991797,23.73163,0.0004,0.0012,-0.0,9.6,"(516020362, 5581434217)"
959824,257,Car,247.3,15.349684,37.991798,23.731627,3.0084,1.5393,0.0843,12.0,"(516020362, 5581434217)"
959884,257,Car,247.3,15.349684,37.99181,23.73154,17.3475,0.2622,-0.2678,14.4,"(516020362, 5581434217)"
959944,257,Car,247.3,15.349684,37.991808,23.731398,20.0574,0.3093,-1.1479,16.8,"(5581434217, 6910572379)"
960004,257,Car,247.3,15.349684,37.991747,23.731261,21.8847,0.2177,-1.299,19.2,"(6910572379, 5581434215)"
960064,257,Car,247.3,15.349684,37.991621,23.731167,26.6306,0.0185,-0.6414,21.6,"(5581434215, 97788477)"
960124,257,Car,247.3,15.349684,37.991501,23.731116,12.9108,-1.8266,0.0192,24.0,"(5581434215, 97788477)"
960244,257,Car,247.3,15.349684,37.991395,23.731063,13.1431,0.621,1.1928,28.8,"(5581434215, 97788477)"
960304,257,Car,247.3,15.349684,37.991359,23.730955,20.7785,1.4,1.5406,31.2,"(97788477, 97788471)"
960364,257,Car,247.3,15.349684,37.991389,23.730747,34.1239,0.9392,0.1762,33.6,"(97788477, 97788471)"
960424,257,Car,247.3,15.349684,37.99143,23.730498,28.7516,-1.5876,-0.1323,36.0,"(97788477, 97788471)"
960484,257,Car,247.3,15.349684,37.991454,23.730339,13.9209,-1.4811,-0.1441,38.4,"(97788477, 97788471)"
960604,257,Car,247.3,15.349684,37.991466,23.730258,1.1507,0.1561,-0.0552,43.2,"(97788477, 97788471)"
960664,257,Car,247.3,15.349684,37.991469,23.730239,8.4339,2.19,0.0036,45.6,"(97788477, 97788471)"
960724,257,Car,247.3,15.349684,37.99149,23.730107,24.2604,0.7851,0.0112,48.0,"(97788477, 97788471)"
960784,257,Car,247.3,15.349684,37.991519,23.729921,27.179,0.8982,0.2067,50.4,"(97788477, 97788471)"
960904,257,Car,247.3,15.349684,37.991597,23.729437,32.3078,-0.6987,0.1612,55.2,"(97788471, 358465939)"
960964,257,Car,247.3,15.349684,37.991635,23.729216,28.6275,-0.0743,0.041,57.6,"(97788471, 358465939)"
960974,257,Car,247.3,15.349684,37.991641,23.729181,28.5339,-0.0264,0.0244,58.0,"(97788471, 358465939)"
