,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
13206443,3070,Motorcycle,1450.99,11.401198,37.98603,23.724822,34.6824,0.1465,0.0469,164.8,"(844627879, 95663418)"
13206743,3070,Motorcycle,1450.99,11.401198,37.986503,23.725633,15.7356,0.6477,-0.212,176.8,"(95663418, 95663527)"
13207043,3070,Motorcycle,1450.99,11.401198,37.986829,23.726165,34.6763,-1.7458,0.3511,188.8,"(95663527, 8253823131)"
13207343,3070,Motorcycle,1450.99,11.401198,37.986989,23.726587,9.7082,-0.0835,-0.9803,200.8,"(8253823131, 962356923)"
13207643,3070,Motorcycle,1450.99,11.401198,37.986659,23.727128,17.0711,-0.9971,-0.1051,212.8,"(962356923, 962356608)"
13207943,3070,Motorcycle,1450.99,11.401198,37.986533,23.727197,0.2377,0.2561,-0.015,224.8,"(962356608, 300398465)"
13208243,3070,Motorcycle,1450.99,11.401198,37.986239,23.727796,40.4938,1.381,-0.1769,236.8,"(300398465, 95663420)"
13208543,3070,Motorcycle,1450.99,11.401198,37.986034,23.729156,27.8522,-1.0704,0.5491,248.8,"(95663420, 250714052)"
13208843,3070,Motorcycle,1450.99,11.401198,37.985917,23.729763,18.5607,0.8182,-0.1684,260.8,"(95663420, 250714052)"
13208963,3070,Motorcycle,1450.99,11.401198,37.985888,23.730087,22.3425,0.3657,0.0479,265.6,"(250714052, 3731648988)"
13209143,3070,Motorcycle,1450.99,11.401198,37.985772,23.730693,23.5356,0.4808,1.4488,272.8,"(250714052, 3731648988)"
13209263,3070,Motorcycle,1450.99,11.401198,37.985559,23.730981,27.575,0.7593,0.0038,277.6,"(3731648988, 250713539)"
13209443,3070,Motorcycle,1450.99,11.401198,37.984986,23.731531,47.7108,-0.4291,0.7095,284.8,"(250713539, 250700085)"
13209563,3070,Motorcycle,1450.99,11.401198,37.984506,23.731907,45.7734,-0.9464,0.8235,289.6,"(250700085, 250700084)"
13209743,3070,Motorcycle,1450.99,11.401198,37.983871,23.732383,35.8752,-1.6191,-0.1534,296.8,"(250700084, 250700083)"
13209863,3070,Motorcycle,1450.99,11.401198,37.983707,23.732477,0.9677,-0.3498,-0.6555,301.6,"(250700084, 250700083)"
13210043,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,308.8,"(250700084, 250700083)"
13210163,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,313.6,"(250700084, 250700083)"
13210343,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,320.8,"(250700084, 250700083)"
13210463,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,325.6,"(250700084, 250700083)"
13210643,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,332.8,"(250700084, 250700083)"
13210763,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,337.6,"(250700084, 250700083)"
13210943,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,344.8,"(250700084, 250700083)"
13211063,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,349.6,"(250700084, 250700083)"
13211243,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,356.8,"(250700084, 250700083)"
13211363,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,361.6,"(250700084, 250700083)"
13211543,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,368.8,"(250700084, 250700083)"
13211663,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,373.6,"(250700084, 250700083)"
13211843,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,380.8,"(250700084, 250700083)"
13211963,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,385.6,"(250700084, 250700083)"
13212143,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,392.8,"(250700084, 250700083)"
13212263,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,397.6,"(250700084, 250700083)"
13212443,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,404.8,"(250700084, 250700083)"
13212563,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,409.6,"(250700084, 250700083)"
13212743,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,416.8,"(250700084, 250700083)"
13212863,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,421.6,"(250700084, 250700083)"
13213043,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,428.8,"(250700084, 250700083)"
13213163,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,433.6,"(250700084, 250700083)"
13213343,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,440.8,"(250700084, 250700083)"
13213463,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,445.6,"(250700084, 250700083)"
13213643,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,452.8,"(250700084, 250700083)"
13213763,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,457.6,"(250700084, 250700083)"
13213943,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,464.8,"(250700084, 250700083)"
13214063,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,469.6,"(250700084, 250700083)"
13214123,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,472.0,"(250700084, 250700083)"
13214243,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,476.8,"(250700084, 250700083)"
13214363,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,481.6,"(250700084, 250700083)"
13214423,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,484.0,"(250700084, 250700083)"
13214543,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,488.8,"(250700084, 250700083)"
13214663,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,493.6,"(250700084, 250700083)"
13214723,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,496.0,"(250700084, 250700083)"
13214843,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,500.8,"(250700084, 250700083)"
13214963,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,505.6,"(250700084, 250700083)"
13215023,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,508.0,"(250700084, 250700083)"
13215203,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,515.2,"(250700084, 250700083)"
13215263,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,517.6,"(250700084, 250700083)"
13215323,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,520.0,"(250700084, 250700083)"
13215503,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,527.2,"(250700084, 250700083)"
13215563,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,529.6,"(250700084, 250700083)"
13215623,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,532.0,"(250700084, 250700083)"
13215803,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,0.0,539.2,"(250700084, 250700083)"
13215863,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.0,0.0,-0.0,541.6,"(250700084, 250700083)"
13215923,3070,Motorcycle,1450.99,11.401198,37.983706,23.732477,0.3949,0.5302,-0.0015,544.0,"(250700084, 250700083)"
13216103,3070,Motorcycle,1450.99,11.401198,37.983553,23.732629,29.1031,0.503,-0.085,551.2,"(250700084, 250700083)"
13216163,3070,Motorcycle,1450.99,11.401198,37.983425,23.732732,24.0036,0.5981,0.1174,553.6,"(250700084, 250700083)"
13216223,3070,Motorcycle,1450.99,11.401198,37.983281,23.73285,35.1699,0.9238,-0.1011,556.0,"(250700083, 250699362)"
13216403,3070,Motorcycle,1450.99,11.401198,37.98272,23.733314,34.9499,-0.2244,-0.0187,563.2,"(250699362, 599116897)"
13216463,3070,Motorcycle,1450.99,11.401198,37.98255,23.733452,32.0501,-0.4458,-0.0365,565.6,"(250699362, 599116897)"
13216523,3070,Motorcycle,1450.99,11.401198,37.9824,23.733575,27.247,-0.6414,-0.0837,568.0,"(599116897, 250699613)"
13216703,3070,Motorcycle,1450.99,11.401198,37.982096,23.733823,19.7661,-0.3046,0.0938,575.2,"(599116897, 250699613)"
13216763,3070,Motorcycle,1450.99,11.401198,37.982,23.733899,18.9215,0.051,-0.0224,577.6,"(599116897, 250699613)"
13216823,3070,Motorcycle,1450.99,11.401198,37.981896,23.733981,23.0272,0.3821,0.0845,580.0,"(250699613, 250699359)"
13217003,3070,Motorcycle,1450.99,11.401198,37.981572,23.734252,23.1641,1.1251,0.19,587.2,"(250699613, 250699359)"
13217063,3070,Motorcycle,1450.99,11.401198,37.981415,23.734395,39.9841,0.7717,-0.0828,589.6,"(250699359, 10174555843)"
13217123,3070,Motorcycle,1450.99,11.401198,37.981196,23.734564,43.7771,0.2897,0.6613,592.0,"(250699359, 10174555843)"
13217303,3070,Motorcycle,1450.99,11.401198,37.980461,23.735123,40.9288,-1.1209,-0.1564,599.2,"(250699359, 10174555843)"
13217363,3070,Motorcycle,1450.99,11.401198,37.980284,23.73528,30.3078,-1.4719,0.167,601.6,"(250699359, 10174555843)"
13217423,3070,Motorcycle,1450.99,11.401198,37.980163,23.735377,20.7973,0.3636,-0.3804,604.0,"(10174555843, 300400470)"
13217603,3070,Motorcycle,1450.99,11.401198,37.97977,23.735723,33.2666,-0.6063,0.2488,611.2,"(10174555843, 300400470)"
13217663,3070,Motorcycle,1450.99,11.401198,37.979612,23.735832,25.2507,-1.0809,0.026,613.6,"(10174555843, 300400470)"
13217723,3070,Motorcycle,1450.99,11.401198,37.979506,23.73588,11.4007,-1.6718,2.5002,616.0,"(300400470, 653971685)"
13217897,3070,Motorcycle,1450.99,11.401198,37.97945,23.735758,2.2322,0.3156,0.2887,622.96,"(300400470, 653971685)"
