,track_id,type,traveled_d,avg_speed,lat,lon,speed,lon_acc,lat_acc,time,matchlink
9156804,5491,Motorcycle,691.68,24.316861,37.986756,23.728718,15.5218,-0.1964,0.3505,23.28,"(962356679, 95663454)"
9157044,5491,Motorcycle,691.68,24.316861,37.987124,23.728784,6.9777,-0.2305,0.3485,32.88,"(962356679, 95663454)"
9157104,5491,Motorcycle,691.68,24.316861,37.987201,23.728808,28.8434,3.2054,-0.4817,35.28,"(95663454, 95663467)"
9157344,5491,Motorcycle,691.68,24.316861,37.987989,23.728957,33.1917,-0.3119,0.0289,44.88,"(95663467, 95663392)"
9157404,5491,Motorcycle,691.68,24.316861,37.988176,23.729001,30.1507,-0.3628,-0.0114,47.28,"(95663467, 95663392)"
9157644,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0,-0.0,0.0,56.88,"(95663467, 95663392)"
9157704,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0,0.0,0.0,59.28,"(95663467, 95663392)"
9157764,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0,0.0,0.0,61.68,"(95663467, 95663392)"
9157884,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0,0.0,0.0,66.48,"(95663467, 95663392)"
9158004,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0,0.0,0.0,71.28,"(95663467, 95663392)"
9158064,5491,Motorcycle,691.68,24.316861,37.988431,23.729058,0.0043,0.0008,-0.0,73.68,"(95663467, 95663392)"
9158184,5491,Motorcycle,691.68,24.316861,37.988553,23.729097,19.8141,1.5479,-0.5902,78.48,"(95663392, 95663400)"
9158304,5491,Motorcycle,691.68,24.316861,37.988939,23.729196,43.5913,0.5171,0.0038,83.28,"(95663400, 95663631)"
9158364,5491,Motorcycle,691.68,24.316861,37.989192,23.729261,42.0143,-0.2342,0.0061,85.68,"(95663400, 95663631)"
9158484,5491,Motorcycle,691.68,24.316861,37.989681,23.729387,41.3077,0.7789,0.3023,90.48,"(95663631, 95663394)"
9158604,5491,Motorcycle,691.68,24.316861,37.990217,23.72952,51.8433,0.3216,-0.0651,95.28,"(95663394, 635126483)"
9158664,5491,Motorcycle,691.68,24.316861,37.990522,23.729598,48.3435,-1.1099,-0.0104,97.68,"(95663394, 635126483)"
9158724,5491,Motorcycle,691.68,24.316861,37.990781,23.729663,40.997,0.0317,-0.2368,100.08,"(95663394, 635126483)"
9158784,5491,Motorcycle,691.68,24.316861,37.991021,23.729717,38.1456,-0.7022,0.2449,102.48,"(95663394, 635126483)"
9158904,5491,Motorcycle,691.68,24.316861,37.991454,23.729827,35.5011,-0.5937,0.0814,107.28,"(635126483, 97788471)"
9158964,5491,Motorcycle,691.68,24.316861,37.991656,23.729877,33.642,-0.0478,0.0319,109.68,"(97788471, 358465410)"
9159024,5491,Motorcycle,691.68,24.316861,37.991856,23.729929,36.037,0.6195,-0.1804,112.08,"(97788471, 358465410)"
9159084,5491,Motorcycle,691.68,24.316861,37.992075,23.729974,36.3374,-0.906,0.0156,114.48,"(97788471, 358465410)"
9159204,5491,Motorcycle,691.68,24.316861,37.992427,23.730047,27.4086,-0.467,-0.0637,119.28,"(358465410, 635122963)"
9159264,5491,Motorcycle,691.68,24.316861,37.992575,23.73008,25.0823,0.4263,0.3913,121.68,"(358465410, 635122963)"
9159324,5491,Motorcycle,691.68,24.316861,37.992736,23.730127,31.2026,0.9116,0.1427,124.08,"(635122963, 635122988)"
9159364,5491,Motorcycle,691.68,24.316861,37.992869,23.730171,37.2664,1.0336,0.4128,125.68,"(635122963, 635122988)"
